"nome","sku","departamento","categoria","img","valor","desconto","dt_hora"
"ARROZ PARBOILIZADO PRATO FINO TIPO 1 5KG",224,"Arroz, Feijão e Grãos","alimentos","https://d2om08pcbtz1n1.cloudfront.net/f3e636c0-c522-4a69-bc7b-771710ed779c.jpg",24.99,0,"1654631373.453508"
"ARROZ POLIDO LONGO FINO PRATO FINO TIPO 1 1KG",225,"Arroz, Feijão e Grãos","alimentos","https://d2om08pcbtz1n1.cloudfront.net/137c4c4a-745a-427c-8aa8-9b53f49b510c.jpg",6.29,0,"1654631378.655756"
"ARROZ INTEGRAL PRATO FINO 1KG",226,"Arroz, Feijão e Grãos","alimentos","https://d2om08pcbtz1n1.cloudfront.net/50b158eb-e1d5-497f-be89-0f9f77e51507.jpg",6.19,0,"1654631384.184737"
"ARROZ PRATO FINO HEALTHY SELECTION MULTIGRAOS 500G",227,"Arroz, Feijão e Grãos","alimentos","https://d2om08pcbtz1n1.cloudfront.net/43a3145a-f12c-44a2-83c3-1e6cb8082b25.png",9.59,0,"1654631389.294002"
"FEIJÃO CARIOCA URBANO 1KG",228,"Arroz, Feijão e Grãos","alimentos","https://d2om08pcbtz1n1.cloudfront.net/981f5122-6122-4cb5-ae7c-9f347f317455.jpg",9.79,0,"1654631394.384807"
"FEIJÃO PRETO URBANO 1KG",229,"Arroz, Feijão e Grãos","alimentos","https://d2om08pcbtz1n1.cloudfront.net/59fc490a-76fb-4671-bcde-75cdb354adf4.jpg",7.99,0,"1654631401.69541"
"ARROZ BRANCO TIO URBANO 1KG",230,"Arroz, Feijão e Grãos","alimentos","https://d2om08pcbtz1n1.cloudfront.net/1755fdda-2877-49c2-96eb-685416976304.jpg",4.99,5,"1654631408.981885"
"ARROZ BRANCO TIO URBANO 5KG",231,"Arroz, Feijão e Grãos","alimentos","https://d2om08pcbtz1n1.cloudfront.net/d428cb14-cf68-47a7-8edf-4f4e8e4c00c8.jpg",22.99,0,"1654631412.423765"
"ARROZ PREMIUM URBANO 1KG",232,"Arroz, Feijão e Grãos","alimentos","https://d2om08pcbtz1n1.cloudfront.net/c876bf49-e941-42a7-87dd-66315113f128.jpg",5.99,0,"1654631417.687095"
"ARROZ PREMIUM URBANO 5KG",233,"Arroz, Feijão e Grãos","alimentos","https://d2om08pcbtz1n1.cloudfront.net/7b8f54ec-bb28-4bb4-ace5-b492f857499f.jpg",25.99,0,"1654631425.007525"
"ARROZ PARBOILIZADO URBANO 1KG",234,"Arroz, Feijão e Grãos","alimentos","https://d2om08pcbtz1n1.cloudfront.net/f364fd4e-74c6-4bf6-8c10-943cfb395f97.jpg",5.99,0,"1654631430.121147"
"ARROZ PARBOILIZADO URBANO 5KG",235,"Arroz, Feijão e Grãos","alimentos","https://d2om08pcbtz1n1.cloudfront.net/5089903f-d215-45d0-a4f5-b9e95e3d99c0.jpg",22.99,0,"1654631437.440044"
"ARROZ 7 GRAOS URBANO 1KG",236,"Arroz, Feijão e Grãos","alimentos","https://d2om08pcbtz1n1.cloudfront.net/5e2ed5a1-79cb-402a-9393-7aedec9ee129.jpg",14.99,7,"1654631444.754886"
"ARROZ 7 GRAOS URBANO SAQUINHO 1KG",237,"Arroz, Feijão e Grãos","alimentos","https://d2om08pcbtz1n1.cloudfront.net/a82efa27-0e5b-4b88-833f-e6dc8bdba64c.jpg",16.49,0,"1654631447.923222"
"ARROZ BRANCO URBANO SAQUINHO 1KG",238,"Arroz, Feijão e Grãos","alimentos","https://d2om08pcbtz1n1.cloudfront.net/eb736240-13f1-4b12-9eac-cd9fe16cd0c5.jpg",6.99,0,"1654631455.097269"
"ARROZ INTEGRAL URBANO SAQUINHO 1KG",239,"Arroz, Feijão e Grãos","alimentos","https://d2om08pcbtz1n1.cloudfront.net/16cfa097-886c-4397-a1a0-d3ba56e887ad.jpg",7.29,0,"1654631462.31043"
"ARROZ PARBOILIZADO URBANO SAQUINHO 1KG",240,"Arroz, Feijão e Grãos","alimentos","https://d2om08pcbtz1n1.cloudfront.net/f65be282-0216-42ab-91c5-683851c365a0.jpg",6.49,0,"1654631469.590232"
"ARROZ URBANO ARBORIO 1KG",241,"Arroz, Feijão e Grãos","alimentos","https://d2om08pcbtz1n1.cloudfront.net/7b84acbd-a870-49f8-8189-6d6adb9a9ce4.jpg",18.99,5,"1654631476.860025"
"ARROZ POLIDO LONGO FINO TIPO 1 NAMORADO 5KG",242,"Arroz, Feijão e Grãos","alimentos","https://d2om08pcbtz1n1.cloudfront.net/9acd09f8-3767-4d3f-8c89-8e0398506a40.jpg",23.99,0,"1654631480.124134"
"FEIJÃO CARIOCA NAMORADO TIPO 1 1KG",243,"Arroz, Feijão e Grãos","alimentos","https://d2om08pcbtz1n1.cloudfront.net/e8e27b77-4b48-4438-bd0f-abe31ed72fc0.jpg",8.29,0,"1654631485.492055"
"FEIJÃO AZUKI BLUE VILLE 500G",244,"Arroz, Feijão e Grãos","alimentos","https://d2om08pcbtz1n1.cloudfront.net/FEIJAOAZUKI458.jpg",12.19,0,"1654631490.66833"
"FEIJÃO BRANCO BLUE VILLE 500G",245,"Arroz, Feijão e Grãos","alimentos","https://d2om08pcbtz1n1.cloudfront.net/FEIJAOBRANCO458.jpg",6.49,0,"1654631495.7569"
"FEIJÃO FRADINHO BLUE VILLE 500G",246,"Arroz, Feijão e Grãos","alimentos","https://d2om08pcbtz1n1.cloudfront.net/c4b4521b-1cb4-4a93-aad3-26afd5c0b8f8.jpg",7.19,0,"1654631500.921715"
"FEIJÃO VERMELHO BLUE VILLE 500G",247,"Arroz, Feijão e Grãos","alimentos","https://d2om08pcbtz1n1.cloudfront.net/FEIJAOVERMELHO458.jpg",7.89,0,"1654631506.155875"
"ARROZ INTEGRAL BLUE VILLE 1KG",248,"Arroz, Feijão e Grãos","alimentos","https://d2om08pcbtz1n1.cloudfront.net/blue.jpg",5.19,2,"1654631511.292394"
"FEIJÃO VERMELHO TIPO 1 KICALDO 1KG",249,"Arroz, Feijão e Grãos","alimentos","https://d2om08pcbtz1n1.cloudfront.net/FeijaoVermelho_qca36lE.jpg",11.99,0,"1654631514.388203"
"FEIJÃO PRETO KICALDO 1KG",251,"Arroz, Feijão e Grãos","alimentos","https://d2om08pcbtz1n1.cloudfront.net/FeijaoPreto.jpg",7.99,19,"1654631520.777265"
"FEIJÃO CARIOCA ORGÂNICO KICALDO 500G",253,"Arroz, Feijão e Grãos","alimentos","https://d2om08pcbtz1n1.cloudfront.net/512632e7-2838-493d-ad72-4a4ece83146e.jpg",7.99,0,"1654631529.263902"
"FEIJÃO CARIOCA BROTO LEGAL 1KG",254,"Arroz, Feijão e Grãos","alimentos","https://d2om08pcbtz1n1.cloudfront.net/891167fa-f851-4816-a8ce-0156bd0cdb6f.png",9.49,12,"1654631536.65037"
"ARROZ POLIDO TIPO 1 BROTO LEGAL 1KG",255,"Arroz, Feijão e Grãos","alimentos","https://d2om08pcbtz1n1.cloudfront.net/7257a9f1-180a-4f69-9808-cce9cdb3319f.png",6.29,0,"1654631540.226028"
"FEIJÃO BRANCO BROTO LEGAL 500G",256,"Arroz, Feijão e Grãos","alimentos","https://d2om08pcbtz1n1.cloudfront.net/00dc5cc7-87c9-42be-b196-cdba31a64525.jpg",8.99,9,"1654631545.395011"
"FEIJÃO RAJADO BROTO LEGAL 500G",257,"Arroz, Feijão e Grãos","alimentos","https://d2om08pcbtz1n1.cloudfront.net/b552eda8-85db-4391-bb34-034c20919deb.png",8.19,0,"1654631548.605885"
"FEIJÃO PRETO BROTO LEGAL 1KG",258,"Arroz, Feijão e Grãos","alimentos","https://d2om08pcbtz1n1.cloudfront.net/FEIJAOPRETO236.jpg",8.99,0,"1654631555.765967"
"GRÃO DE BICO KICALDO 500G",259,"Arroz, Feijão e Grãos","alimentos","https://d2om08pcbtz1n1.cloudfront.net/AF_Mockup_Grao_de_Bico_sem_sombra.jpg",10.99,0,"1654631578.483661"
"GRÃO DE BICO YOKI 500G",260,"Arroz, Feijão e Grãos","alimentos","https://d2om08pcbtz1n1.cloudfront.net/1894.jpg",16.99,15,"1654631581.669867"
"GRÃO DE BICO CAMIL 500G",261,"Arroz, Feijão e Grãos","alimentos","https://d2om08pcbtz1n1.cloudfront.net/9fe8388b-e0cd-47c9-afd3-ff1026e3a161.jpg",9.99,0,"1654631584.918586"
"LENTILHA KICALDO 500G",262,"Arroz, Feijão e Grãos","alimentos","https://d2om08pcbtz1n1.cloudfront.net/AF_Mockup_Lentilha_sem_sombra.jpg",10.99,12,"1654631592.151273"
"LENTILHA CAMIL 500G",263,"Arroz, Feijão e Grãos","alimentos","https://d2om08pcbtz1n1.cloudfront.net/1fbdb5d6-90aa-4990-8cd2-8f47da939474.jpg",9.49,0,"1654631593.334233"
"MILHO PIPOCA CAMIL 500G",264,"Arroz, Feijão e Grãos","alimentos","https://d2om08pcbtz1n1.cloudfront.net/e1f8795e-4303-4f7a-bead-8dbb6aa9220c.jpg",5.39,0,"1654631600.55478"
"PROTEÍNA TEXTURIZADA DE SOJA CLARA CAMIL 400G",265,"Arroz, Feijão e Grãos","alimentos","https://d2om08pcbtz1n1.cloudfront.net/db388cbc-d4ad-4907-b926-d9ac49a795a1.jpg",5.59,0,"1654631605.81896"
"PROTEÍNA TEXTURIZADA ESCURA CAMIL 400G",266,"Arroz, Feijão e Grãos","alimentos","https://d2om08pcbtz1n1.cloudfront.net/532b58d2-6866-4c35-aaf9-7a148dfd2d88.jpg",5.59,0,"1654631611.024687"
"SOJA CAMIL 500G",267,"Arroz, Feijão e Grãos","alimentos","https://d2om08pcbtz1n1.cloudfront.net/0a3b0250-63b9-4c46-b0ee-cbd055f99a14.jpg",5.79,0,"1654631616.151164"
"ERVILHA CAMIL 500G",268,"Arroz, Feijão e Grãos","alimentos","https://d2om08pcbtz1n1.cloudfront.net/fc1ec941-4acc-4f44-b65b-ebd1582eb208.jpg",7.99,0,"1654631621.517972"
"ERVILHA KICALDO 500G",269,"Arroz, Feijão e Grãos","alimentos","https://d2om08pcbtz1n1.cloudfront.net/AF_Mockup_Ervilha_sem_sombra_pjirE9F.jpg",7.49,0,"1654631626.625547"
"FEIJÃO CARIOCA SEM TEMPERO PRONTO CAMIL 490G",270,"Arroz, Feijão e Grãos","alimentos","https://d2om08pcbtz1n1.cloudfront.net/54083524-a93a-4fcd-a861-279c91d55a49.jpg",6.99,0,"1654631629.715914"
"ERVILHA YOKI 500G",271,"Arroz, Feijão e Grãos","alimentos","https://d2om08pcbtz1n1.cloudfront.net/533.jpg",13.29,19,"1654631634.77997"
"CANJICA YOKI 500G",272,"Arroz, Feijão e Grãos","alimentos","https://d2om08pcbtz1n1.cloudfront.net/1345.jpg",6.99,16,"1654631638.071745"
"MILHO DE PIPOCA PREMIUM YOKI 500G",273,"Arroz, Feijão e Grãos","alimentos","https://d2om08pcbtz1n1.cloudfront.net/847.jpg",5.89,11,"1654631641.081629"
"MILHO PARA PIPOCA PREMIUM KICALDO 500G",274,"Arroz, Feijão e Grãos","alimentos","https://d2om08pcbtz1n1.cloudfront.net/AF_Mockup_Milho_de_Pipoca_sem_sombra.jpg",4.99,0,"1654631644.27015"
"ARROZ À VÁCUO AGULHINHA INTEGRAL ORGÂNICO RAÍZES DO CAMPO 1KG",275,"Arroz, Feijão e Grãos","alimentos","https://d2om08pcbtz1n1.cloudfront.net/45abe612-7f32-4920-85b5-d05ab80d10a7.jpg",16.99,0,"1654631647.411472"
"ARROZ À VÁCUO AGULHINHA POLIDO ORGÂNICO RAÍZES DO CAMPO 1KG",276,"Arroz, Feijão e Grãos","alimentos","https://d2om08pcbtz1n1.cloudfront.net/b433d8e5-3b70-4bab-a7f5-961a9928b548.jpg",16.99,0,"1654631652.616909"
"PÃO FRANCÊS INTEGRAL CONGELADO 220G C/ 2UN + PÃO RECHEADO DE CALABRESA CONGELADO BRICO 220G",277,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/a219724b-084d-4ff6-be44-675a18163493.jpg",23.07,0,"1654631709.898779"
"MANTEIGA VEGANA DE CASTANHA DE CAJÚ FRESCO 150G",368,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/7d75c903-dab4-4b7a-b5cf-24ec9d45e4b5.jpg",17.79,0,"1654632233.391146"
"PÃO FRANCÊS INTEGRAL CONGELADO BRICO 220G C/ 4UN",278,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/50036e4c-6611-4e3e-899e-1b7c204502a3.jpg",23.96,0,"1654631715.078026"
"PÃO FRANCÊS TRADICIONAL CONGELADO 220G C/ 2UN + PÃO FRANCÊS INTEGRAL CONGELADO BRICO 220G C/ 2UN",279,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/124b373a-6fd2-48ff-afdb-f22aa2b9f51b.jpg",19.96,0,"1654631720.362161"
"PÃO FRANCÊS TRADICIONAL CONGELADO 220G C/ 2UN + PÃO RECHEADO DE CALABRESA CONGELADO BRICO 220G",280,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/28eb7e8b-1b7b-4690-a876-69506882808a.jpg",18.57,0,"1654631725.495293"
"PÃO FRANCÊS TRADICIONAL CONGELADO BRICO 220G C/ 2UN + MINI CHIPA CONGELADA BRICO 400G",281,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/1a20ead9-6fc1-437e-b67d-581f559e9b0e.jpg",23.76,0,"1654631730.630515"
"PÃO FRANCÊS TRADICIONAL CONGELADO BRICO 220G C/ 4UN",282,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/e5bee821-2904-4855-9294-a7e8df5a7c8a.jpg",17.16,0,"1654631735.968355"
"PÃO RECHEADO DE CALABRESA CONGELADO BRICO 220G C/ 2UN",283,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/e185bbe7-fffa-4287-ae12-b8ae7cc91961.jpg",19.98,0,"1654631741.138196"
"WAFFLE DE PÃO DE QUEIJO FORNO DE MINAS 210G C/ 2UN",284,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/WAFFLE-DE-PaO-DE-QUEIJO-FORNO-DE-MINAS_kAqOG0p.jpg",26.98,0,"1654631746.415797"
"MANTEIGA COM SAL TIROLEZ 200G C/ 2UN",285,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/MANTEIGA-COM-SAL-TIROLEZ-200G_9465.jpg",21.58,0,"1654631753.733087"
"MANTEIGA SEM SAL TIROLEZ 200G C/ 2UN",286,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/MANTEIGA-SEM-SAL-TIROLEZ-200G_789125.jpg",21.58,0,"1654631760.943937"
"BOLO DE CHOCOLATE CASA SUIÇA CAFÉ DA MANHÃ 250G",287,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/46a7f2aa-cce6-42f6-acb5-13ca6df99a9f.jpg",8.19,0,"1654631768.30347"
"BOLO DE GOTAS DE CHOCOLATE CASA SUIÇA 250G",288,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/3052675d-b6c3-4a05-b85e-5f390734a39c.jpg",8.19,0,"1654631775.519895"
"BOLO DE LARANJA CASA SUIÇA CAFÉ DA MANHÃ 250G",289,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/95b3d451-ae02-4f57-bba0-72bdea9d34f9.jpg",8.19,0,"1654631782.905882"
"BOLO CLÁSSICO CASA SUIÇA DE CHOCOLATE 370G",290,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/f4662274-2b25-4fdb-9836-48775970fea1.jpg",16.79,0,"1654631790.171676"
"BOLO CLÁSSICO CASA SUIÇA DE LARANJA 370G",291,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/c5552021-92b2-4467-84e8-79067db08e77.jpg",16.79,0,"1654631797.478066"
"BOLO DE FRUTAS CASA SUIÇA CLÁSSICO 350G",292,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/331f563a-457a-44f3-a598-dc338958132c.jpg",16.79,0,"1654631804.766154"
"BOLO DE CHOCOLATE CASA SUIÇA ZERO AÇÚCAR 280G",293,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/31065777-750f-47c4-a17e-2daa197b1629.jpg",18.49,0,"1654631812.11097"
"BOLINHO ANA MARIA PULLMAN DE CHURROS 35G",446,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/fa56f364-6a09-439e-843b-acb722dcc2af.jpg",1.89,0,"1654632640.996373"
"BOLO DE LARANJA CASA SUIÇA ZERO AÇÚCAR 280G",294,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/09ea7eba-beab-4cab-aada-d40fd427013e.jpg",18.49,0,"1654631817.247367"
"BOLO DE NOZES CASA SUIÇA ZERO AÇÚCAR 280G",295,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/49321a77-3b6c-4719-8a08-e39ef050a897.jpg",18.49,0,"1654631822.43449"
"ACHOCOLATADO LÍQUIDO PIRAKIDS 200ML",296,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/a2a809bc-6f27-416e-a079-f7ad66be4f76.jpg",1.19,0,"1654631827.604005"
"MANTEIGA COM SAL PRESIDENT TABLETE 200G C/ 2UN",297,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/15606910-81b0-43cd-9b95-9ee48ab31338.jpg",23.38,0,"1654631833.335708"
"MANTEIGA SEM SAL PRESIDENT TABLETE 200G C/ 2UN",298,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/3f2a6ef4-84c5-40f8-ba1a-b9be38ac4dbd.jpg",23.38,0,"1654631838.551131"
"AVEIA EM FLOCOS FINOS QUAKER 165G",299,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/29d1eae6-dfd1-4720-b959-6988a7e2ee6e.jpg",4.29,0,"1654631843.702213"
"AVEIA EM FLOCOS FINOS QUAKER ORGÂNICA 170G",300,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/cc9fd0f9-5d37-410d-b2bc-ead3a831e458.jpg",7.49,22,"1654631848.903226"
"AVEIA EM FLOCOS QUAKER 165G",301,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/12001c88-816d-4932-b360-44ff0bfe18bf.jpg",4.99,0,"1654631850.178671"
"AVEIA EM FLOCOS QUAKER ORGÂNICA 170G",302,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/2d09f4b9-7c4f-4bf6-b3d6-aea54eb0e4d7.jpg",7.49,27,"1654631855.385969"
"AVEIA OAT BRAN QUAKER ORGÂNICA 150G",303,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/a946bad9-850f-4c7e-a009-3f6eb9b78419.jpg",7.49,0,"1654631856.575864"
"CEREAL MATINAL CORN FLAKES NESTLÉ 240G",304,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/9e134e29-659c-4804-92ea-2340d9706f07.jpg",11.79,28,"1654631861.875375"
"CEREAL MATINAL CRUNCH 230G",305,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/9a83bddb-2473-4fef-b28a-f7ef0359940d.png",14.99,0,"1654631865.08093"
"CEREAL MATINAL INTEGRAL MEL CHEERIOS 4 CEREAIS 210G",306,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/5c6bf82a-12f8-4cd8-93a8-b88580f53017.jpg",9.19,0,"1654631870.260268"
"CEREAL MATINAL SNOW FLAKES CAIXA 230G",307,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/5081f029-c3d6-490b-84f2-291e46c1b645.png",8.99,0,"1654631875.746967"
"CEREAL MATINAL SNOW FLAKES SABOR MORANGO CAIXA 230G",308,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/170c179a-3897-4ec3-b529-cd4bed616e6f.jpg",7.99,0,"1654631880.92588"
"MANTEIGA GHEE VEG COM SAL DO HIMALAIA BENNI 150G",309,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/4aa0a31e-ea7b-48ef-8efd-aeec73220197.png",26.99,0,"1654631886.230425"
"MANTEIGA TRADICIONAl GHEE BENNI 200G",310,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/f5f86f9b-d297-4b18-a437-308a235d73da.jpg",29.99,0,"1654631891.418408"
"MANTEIGA TRADICIONAL GHEE COM SAL DO HIMALAIA BENNI 200G",311,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/49506083-f6a7-40ea-8310-b168a6b7b6b8.jpg",29.99,0,"1654631896.622676"
"MANTEIGA VEG GHEE BENNI 150G",312,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/a932489c-16ac-4267-aadc-49a2334854e5.png",20.49,0,"1654631901.847732"
"MANTEIGA EXTRA GRAN MESTRI COM SAL LATA 200G",313,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/8821.png",14.79,0,"1654631907.173883"
"MANTEIGA EXTRA GRAN MESTRI COM SAL ZERO LACTOSE LATA 200G",314,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/8820.png",18.79,0,"1654631914.50423"
"MANTEIGA EXTRA GRAN MESTRI SEM SAL LATA 200G",315,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/8822.png",14.79,7,"1654631921.740611"
"MANTEIGA EXTRA GRAN MESTRI COM SAL POTE 200G",316,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/4f971cb9-1f92-42b5-ac3c-b864eaa3375f.jpg",10.49,0,"1654631924.848908"
"MANTEIGA EXTRA GRAN MESTRI SEM SAL POTE 200G",317,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/01400b0e-d910-4c2c-bdf2-2a120985bcea.jpg",10.49,0,"1654631930.057023"
"MANTEIGA GHEE DOM AFONSO COM ERVAS 200G",318,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/gheervas933.jpg",24.99,0,"1654631935.312431"
"MANTEIGA GHEE DOM AFONSO COM SAL ROSA 200G",319,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/gheesalrosa822.jpg",24.99,0,"1654631942.577045"
"MANTEIGA GHEE DOM AFONSO FLOR DE SAL 200G",320,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/gheeflordesal014.jpg",24.99,0,"1654631950.005791"
"MANTEIGA GHEE DOM AFONSO NATURAL 300G",321,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/gheetradicional750.jpg",29.49,0,"1654631957.218102"
"BISCOITO CELIVITA DE BAUNILHA 100G",322,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/CELIVITABISCOITOBAUNILHAPOSITIVA258.jpg",7.99,0,"1654631964.571181"
"BISCOITO CELIVITA DE COCO 100G",323,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/CELIVITABISCOITOCOCOPOSITIVA258.jpg",7.99,0,"1654631969.675183"
"BISCOITO DE COCO CELVITA COM COBERTURA DE CHOCOLATE 40G",324,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/CELIVITACHOCOBASEPOSITIVA258.jpg",4.89,0,"1654631974.829549"
"BISCOITO MULTIGRÃOS CELIVITA DE BAUNILHA 100G",325,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/CELIVITABISCOITOBAUNILHAGRAOSPOSITIVA258.jpg",7.99,0,"1654631980.016151"
"BISCOITO MULTIGRÃOS CELIVITA DE CACAU 100G",326,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/CELIVITABISCOITOCACAUGRAOSPOSITIVA258.jpg",7.99,0,"1654631985.316061"
"BOLINHO CELIVITA DE MEL 40G",327,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/CELIVITABOLINHOMELPOSITIVA258.jpg",3.99,0,"1654631990.654408"
"BOLINHO DE BAUNILHA SEM AÇÚCAR CELIVITA 35G",328,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/6b115851-f9b7-4a65-bd56-38ccc47de9ba.jpg",3.49,0,"1654631998.011336"
"BOLINHO DE CACAU CELIVITA 35G",329,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/CELIVITABOLINHOCACAUPOSITIVA258.jpg",3.49,0,"1654632005.627084"
"BOLINHO DE CACAU SEM AÇÚCAR CELIVITA 35G",330,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/8e4bd721-d0db-451d-b584-7970d82499a7.jpg",3.49,0,"1654632010.825456"
"BOLINHO DE COCO SEM AÇÚCAR CELIVITA 35G",331,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/e429026b-6d07-4568-b6a0-000cc5917f55.jpg",3.49,0,"1654632018.034753"
"BOLINHO DE LARANJA CELIVITA 35G",332,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/CELIVITABOLOLARANJAPOSITIVA258.jpg",3.49,0,"1654632025.459805"
"BOLINHO DE LARANJA CELVITA COM COBETURA DE CHOCOLATE 40G",333,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/CELIVITABOLOLARANJACOMCHOCOLATEPOSITIVA258.jpg",3.99,0,"1654632030.641817"
"BOLINHO DE LARANJA SEM AÇÚCAR CELIVITA 35G",334,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/738d8c93-b982-4d51-b778-7f0227acaec6.jpg",3.49,0,"1654632035.92309"
"PÃO ARTESANO PULLMAN 500G",335,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/8615.jpg",9.99,17,"1654632043.158768"
"BOLINHO DE BAUNILHA CELIVITA 35G",336,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/CELIVITABOLINHOFUBAPOSITIVA258.jpg",3.49,0,"1654632046.463459"
"MARGARINA CREMOSA COM SAL DORIANA 500G C/ 2UN",337,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/68a62167-0b57-4d08-a3e5-943c281eab61.png",13.98,0,"1654632051.724021"
"MARGARINA CREMOSA SEM SAL DORIANA 500G C/ 2UN",338,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/8967df4e-5672-40f1-8da9-be9acd463e80.png",13.98,0,"1654632057.080574"
"AVEIA EM FLOCOS REGULARES YOKI 170G",339,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/10c0f086-1608-4389-bc16-b16109c212d7.jpg",4.19,0,"1654632062.327897"
"TAPIOCA WRAPIOCA 400G",340,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/wrapioca658.jpg",9.59,0,"1654632067.700504"
"PASTA DE AMENDOIM NAKED NUTS COM CHOCOLATE BRANCO 150G",341,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/1aec10d3-2115-4a33-b565-01c9f2aab97a.jpg",17.99,0,"1654632075.048251"
"BOLO DE CHOCOLATE PULLMAN 250G",342,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/6886.jpg",7.79,17,"1654632080.176544"
"BOLO DE LARANJA PULLMAN 250G",343,"Café da Manhã","alimentos","https://d2om08pcbtz1n1.cloudfront.net/6885.jpg",7.79,17,"1654632083.424957"
